id,timestamp,voteUrl,bill,billDescription,billUrl,amendment,amendmentUrl,question,vote,result
[H]-712,2026-01-29T10:54:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26389,S.779,Legislative Expense Allowance,https://www.scstatehouse.gov/billsearch.php?billnumbers=779&session=126&headerfooter=0,,,Passage of Joint Resolution,Yea,Passed
[H]-713,2026-01-29T11:58:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26390,H.4756,South Carolina Student Physical Privacy Act,https://www.scstatehouse.gov/billsearch.php?billnumbers=4756&session=126&headerfooter=0,,,Passage of Bill,Nay,Passed
[H]-717,2026-02-04T11:32:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26396,H.4760,Abortion-Inducing Drugs,https://www.scstatehouse.gov/billsearch.php?billnumbers=4760&session=126&headerfooter=0,2,https://scstatehouse.gov/amendments.php?KEY=33886,Table Amendment 2 Amendment #2,Yea,Passed
[H]-718,2026-02-04T11:57:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26397,H.4760,Abortion-Inducing Drugs,https://www.scstatehouse.gov/billsearch.php?billnumbers=4760&session=126&headerfooter=0,3,https://scstatehouse.gov/amendments.php?KEY=33887,Table Amendment 3 Amendment #3,Yea,Passed
[H]-719,2026-02-04T12:10:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26398,H.4760,Abortion-Inducing Drugs,https://www.scstatehouse.gov/billsearch.php?billnumbers=4760&session=126&headerfooter=0,Amendment number 5sub,https://scstatehouse.gov/amendments.php?KEY=33889,Table Amendment 5 Amendment #5sub,Yea,Passed
[H]-720,2026-02-04T12:42:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26400,H.4760,Abortion-Inducing Drugs,https://www.scstatehouse.gov/billsearch.php?billnumbers=4760&session=126&headerfooter=0,6,https://scstatehouse.gov/amendments.php?KEY=33890,Table Amendment 6 Amendment #6,Yea,Failed
[H]-721,2026-02-04T12:59:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26401,H.4760,Abortion-Inducing Drugs,https://www.scstatehouse.gov/billsearch.php?billnumbers=4760&session=126&headerfooter=0,7,https://scstatehouse.gov/amendments.php?KEY=33891,Table Amendment 7 Amendment #7,Yea,Passed
[H]-722,2026-02-04T13:03:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26403,H.4760,Abortion-Inducing Drugs,https://www.scstatehouse.gov/billsearch.php?billnumbers=4760&session=126&headerfooter=0,8,https://scstatehouse.gov/amendments.php?KEY=33892,Table Amendment 8 Amendment #8,Yea,Passed
[H]-723,2026-02-04T13:27:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26404,H.4760,Abortion-Inducing Drugs,https://www.scstatehouse.gov/billsearch.php?billnumbers=4760&session=126&headerfooter=0,9,https://scstatehouse.gov/amendments.php?KEY=33893,Table Amendment 9 Amendment #9,Nay,Passed
[H]-724,2026-02-04T13:50:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26405,H.4760,Abortion-Inducing Drugs,https://www.scstatehouse.gov/billsearch.php?billnumbers=4760&session=126&headerfooter=0,10,https://scstatehouse.gov/amendments.php?KEY=33894,Table Amendment 10 Amendment #10,Nay,Passed
[H]-725,2026-02-04T13:58:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26407,H.4760,Abortion-Inducing Drugs,https://www.scstatehouse.gov/billsearch.php?billnumbers=4760&session=126&headerfooter=0,11,https://scstatehouse.gov/amendments.php?KEY=33895,Table Amendment 11 Amendment #11,Nay,Passed
[H]-726,2026-02-04T14:14:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26408,H.4760,Abortion-Inducing Drugs,https://www.scstatehouse.gov/billsearch.php?billnumbers=4760&session=126&headerfooter=0,12,https://scstatehouse.gov/amendments.php?KEY=33896,Table Amendment 12 Amendment #12,Nay,Passed
[H]-727,2026-02-04T14:17:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26409,H.4760,Abortion-Inducing Drugs,https://www.scstatehouse.gov/billsearch.php?billnumbers=4760&session=126&headerfooter=0,15,https://scstatehouse.gov/amendments.php?KEY=33898,Table Amendment 15 Amendment #15,Nay,Passed
[H]-728,2026-02-04T14:22:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26410,H.4760,Abortion-Inducing Drugs,https://www.scstatehouse.gov/billsearch.php?billnumbers=4760&session=126&headerfooter=0,16,https://scstatehouse.gov/amendments.php?KEY=33899,Table Amendment 16 Amendment #16,Nay,Passed
[H]-729,2026-02-04T14:40:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26411,H.4760,Abortion-Inducing Drugs,https://www.scstatehouse.gov/billsearch.php?billnumbers=4760&session=126&headerfooter=0,17,https://scstatehouse.gov/amendments.php?KEY=33900,Table Amendment 17 Amendment #17,Nay,Passed
[H]-730,2026-02-04T14:45:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26412,H.4760,Abortion-Inducing Drugs,https://www.scstatehouse.gov/billsearch.php?billnumbers=4760&session=126&headerfooter=0,18,https://scstatehouse.gov/amendments.php?KEY=33903,Table Amendment 18 Amendment #18,Yea,Passed
[H]-731,2026-02-04T16:06:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26419,H.4760,Abortion-Inducing Drugs,https://www.scstatehouse.gov/billsearch.php?billnumbers=4760&session=126&headerfooter=0,,,Passage of Bill,Nay,Passed
[H]-732,2026-02-04T18:03:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26420,H.4759,Intoxicating Hemp Beverages,https://www.scstatehouse.gov/billsearch.php?billnumbers=4759&session=126&headerfooter=0,Amendment number 2sub,https://scstatehouse.gov/amendments.php?KEY=33909,Table Amendment 2 Amendment #2sub,Nay,Passed
[H]-733,2026-02-04T18:07:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26421,H.4759,Intoxicating Hemp Beverages,https://www.scstatehouse.gov/billsearch.php?billnumbers=4759&session=126&headerfooter=0,,,Table Motion to Recommit,Nay,Passed
[H]-734,2026-02-04T18:10:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26422,H.4759,Intoxicating Hemp Beverages,https://www.scstatehouse.gov/billsearch.php?billnumbers=4759&session=126&headerfooter=0,3,https://scstatehouse.gov/amendments.php?KEY=33912,Adopt Amendment 3 Amendment #3,Nay,Failed
[H]-735,2026-02-04T18:15:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26423,H.4759,Intoxicating Hemp Beverages,https://www.scstatehouse.gov/billsearch.php?billnumbers=4759&session=126&headerfooter=0,Amendment number 2sub,https://scstatehouse.gov/amendments.php?KEY=33909,Table Motion to Reconsider Amendment 2 Amendment #2sub,Nay,Passed
[H]-736,2026-02-04T18:53:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26424,H.4759,Intoxicating Hemp Beverages,https://www.scstatehouse.gov/billsearch.php?billnumbers=4759&session=126&headerfooter=0,,,Table Motion to Reconsider Recommit Bill,Nay,Failed
[H]-737,2026-02-04T19:00:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26425,H.4759,Intoxicating Hemp Beverages,https://www.scstatehouse.gov/billsearch.php?billnumbers=4759&session=126&headerfooter=0,,,Motion to Recommit,Yea,Passed
[H]-739,2026-02-05T10:58:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26428,H.3551,Poll Worker Pay,https://www.scstatehouse.gov/billsearch.php?billnumbers=3551&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-740,2026-02-05T11:13:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26430,S.405,Homicide by Child Abuse,https://www.scstatehouse.gov/billsearch.php?billnumbers=405&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-741,2026-02-05T11:18:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26431,S.415,Child Welfare Caregivers,https://www.scstatehouse.gov/billsearch.php?billnumbers=415&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-742,2026-02-05T11:34:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26433,H.4760,Abortion-Inducing Drugs,https://www.scstatehouse.gov/billsearch.php?billnumbers=4760&session=126&headerfooter=0,,,Passage of Bill,Nay,Passed
[H]-744,2026-02-10T13:08:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26442,H.4586,United States Space Force,https://www.scstatehouse.gov/billsearch.php?billnumbers=4586&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-745,2026-02-10T13:10:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26443,H.4188,"Coroners, disposition of unidentified or unclaimed remains",https://www.scstatehouse.gov/billsearch.php?billnumbers=4188&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-746,2026-02-10T13:14:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26444,H.4635,Physical Fitness Services,https://www.scstatehouse.gov/billsearch.php?billnumbers=4635&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-747,2026-02-10T13:25:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26445,H.4511,"Probate, notice to creditors",https://www.scstatehouse.gov/billsearch.php?billnumbers=4511&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-748,2026-02-10T13:29:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26446,S.623,Georgetown County Building Requirements,https://www.scstatehouse.gov/billsearch.php?billnumbers=623&session=126&headerfooter=0,,,Override Veto by the Governor,Yea,Passed
[H]-750,2026-02-11T11:28:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26450,H.5006,Taxes,https://www.scstatehouse.gov/billsearch.php?billnumbers=5006&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-751,2026-02-11T11:43:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26452,H.4755,Judicial Selection Reform,https://www.scstatehouse.gov/billsearch.php?billnumbers=4755&session=126&headerfooter=0,,,Table Motion to Adjourn Debate,Nay,Passed
[H]-752,2026-02-11T12:12:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26454,H.4755,Judicial Selection Reform,https://www.scstatehouse.gov/billsearch.php?billnumbers=4755&session=126&headerfooter=0,4,https://scstatehouse.gov/amendments.php?KEY=33929,Table Amendment 4 Amendment #4,Nay,Passed
[H]-753,2026-02-11T13:19:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26456,H.4755,Judicial Selection Reform,https://www.scstatehouse.gov/billsearch.php?billnumbers=4755&session=126&headerfooter=0,,,Passage of Bill,Nay,Passed
[H]-755,2026-02-12T10:59:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26462,H.4755,Judicial Selection Reform,https://www.scstatehouse.gov/billsearch.php?billnumbers=4755&session=126&headerfooter=0,,,Passage of Bill,N/V,Passed
[H]-757,2026-02-17T13:00:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26478,S.477,Pharmacy access,https://www.scstatehouse.gov/billsearch.php?billnumbers=477&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-759,2026-02-18T11:01:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26481,S.586,Kershaw County Transportation Committee,https://www.scstatehouse.gov/billsearch.php?billnumbers=586&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-760,2026-02-18T11:14:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26482,H.4813,Magistrate court fees and costs,https://www.scstatehouse.gov/billsearch.php?billnumbers=4813&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-761,2026-02-18T11:16:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26484,H.5064,Northeast Technical College Area Commission,https://www.scstatehouse.gov/billsearch.php?billnumbers=5064&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-762,2026-02-18T11:25:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26485,H.3477,Maximum potential employment benefits,https://www.scstatehouse.gov/billsearch.php?billnumbers=3477&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-763,2026-02-18T11:53:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26486,H.4757,Parental Rights,https://www.scstatehouse.gov/billsearch.php?billnumbers=4757&session=126&headerfooter=0,,,Table Motion to Adjourn Debate,Nay,Passed
[H]-764,2026-02-18T12:19:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26487,H.4757,Parental Rights,https://www.scstatehouse.gov/billsearch.php?billnumbers=4757&session=126&headerfooter=0,4,https://scstatehouse.gov/amendments.php?KEY=33947,Table Amendment 4 Amendment #4,Nay,Passed
[H]-765,2026-02-18T12:43:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26489,H.4757,Parental Rights,https://www.scstatehouse.gov/billsearch.php?billnumbers=4757&session=126&headerfooter=0,12,https://scstatehouse.gov/amendments.php?KEY=33954,Table Amendment 12 Amendment #12,Yea,Passed
[H]-766,2026-02-18T12:47:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26490,H.4757,Parental Rights,https://www.scstatehouse.gov/billsearch.php?billnumbers=4757&session=126&headerfooter=0,23,https://scstatehouse.gov/amendments.php?KEY=33955,Adopt Amendment 23 Amendment #23,Yea,Passed
[H]-767,2026-02-18T12:57:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26491,H.4757,Parental Rights,https://www.scstatehouse.gov/billsearch.php?billnumbers=4757&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-769,2026-02-19T11:15:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26510,H.5096,Lab grown/cultured meat,https://www.scstatehouse.gov/billsearch.php?billnumbers=5096&session=126&headerfooter=0,,,Passage of Bill,N/V,Passed
[H]-770,2026-02-19T11:20:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26511,H.5097,Roadside Markets,https://www.scstatehouse.gov/billsearch.php?billnumbers=5097&session=126&headerfooter=0,,,Passage of Bill,N/V,Passed
[H]-771,2026-02-19T11:24:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26512,S.383,Official state migratory bird,https://www.scstatehouse.gov/billsearch.php?billnumbers=383&session=126&headerfooter=0,,,Passage of Bill,N/V,Passed
[H]-772,2026-02-19T11:26:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26513,H.3477,Maximum potential employment benefits,https://www.scstatehouse.gov/billsearch.php?billnumbers=3477&session=126&headerfooter=0,,,Passage of Bill,N/V,Passed
[H]-773,2026-02-19T11:28:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26514,H.4757,Parental Rights,https://www.scstatehouse.gov/billsearch.php?billnumbers=4757&session=126&headerfooter=0,,,Passage of Bill,N/V,Passed
[H]-775,2026-02-24T12:49:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26528,H.3774,Workers compensation,https://www.scstatehouse.gov/billsearch.php?billnumbers=3774&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-776,2026-02-24T12:58:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26531,H.4709,US produced iron and steel,https://www.scstatehouse.gov/billsearch.php?billnumbers=4709&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-777,2026-02-24T13:01:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26532,H.4730,Billboard contractors,https://www.scstatehouse.gov/billsearch.php?billnumbers=4730&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-778,2026-02-24T13:08:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26534,H.4752,Barbers,https://www.scstatehouse.gov/billsearch.php?billnumbers=4752&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-779,2026-02-24T13:11:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26535,H.5140,Regulation of Notarial Fees,https://www.scstatehouse.gov/billsearch.php?billnumbers=5140&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-780,2026-02-24T13:19:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26536,H.5162,Protecting Eligible Adults from Financial Exploitation,https://www.scstatehouse.gov/billsearch.php?billnumbers=5162&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-781,2026-02-24T13:31:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26537,H.5205,College Safety Training Programs for Students,https://www.scstatehouse.gov/billsearch.php?billnumbers=5205&session=126&headerfooter=0,,,Passage of Bill,Yea,Passed
[H]-784,2026-02-25T14:33:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26542,H.4762,School volunteer chaplains and historical displays,https://www.scstatehouse.gov/billsearch.php?billnumbers=4762&session=126&headerfooter=0,1,https://scstatehouse.gov/amendments.php?KEY=33938,Table Amendment 1 Amendment #1,Yea,Failed
[H]-785,2026-02-25T14:35:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26543,H.4762,School volunteer chaplains and historical displays,https://www.scstatehouse.gov/billsearch.php?billnumbers=4762&session=126&headerfooter=0,1,https://scstatehouse.gov/amendments.php?KEY=33938,Adopt Amendment 1 Amendment #1,Nay,Passed
[H]-786,2026-02-25T14:41:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26544,H.4762,School volunteer chaplains and historical displays,https://www.scstatehouse.gov/billsearch.php?billnumbers=4762&session=126&headerfooter=0,3,https://scstatehouse.gov/amendments.php?KEY=33992,Table Amendment 3 Amendment #3,Nay,Passed
[H]-787,2026-02-25T15:17:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26546,H.4762,School volunteer chaplains and historical displays,https://www.scstatehouse.gov/billsearch.php?billnumbers=4762&session=126&headerfooter=0,6,https://scstatehouse.gov/amendments.php?KEY=33995,Table Amendment 6 Amendment #6,Nay,Passed
[H]-788,2026-02-25T15:20:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26547,H.4762,School volunteer chaplains and historical displays,https://www.scstatehouse.gov/billsearch.php?billnumbers=4762&session=126&headerfooter=0,,,Table cloture,Yea,Failed
[H]-789,2026-02-25T15:27:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26549,H.4762,School volunteer chaplains and historical displays,https://www.scstatehouse.gov/billsearch.php?billnumbers=4762&session=126&headerfooter=0,7,https://scstatehouse.gov/amendments.php?KEY=33996,Table Amendment 7 Amendment #7,Nay,Passed
[H]-790,2026-02-25T15:31:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26550,H.4762,School volunteer chaplains and historical displays,https://www.scstatehouse.gov/billsearch.php?billnumbers=4762&session=126&headerfooter=0,8,https://scstatehouse.gov/amendments.php?KEY=33997,Table Amendment 8 Amendment #8,Nay,Passed
[H]-791,2026-02-25T15:36:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26551,H.4762,School volunteer chaplains and historical displays,https://www.scstatehouse.gov/billsearch.php?billnumbers=4762&session=126&headerfooter=0,9,https://scstatehouse.gov/amendments.php?KEY=33998,Table Amendment 9 Amendment #9,Nay,Passed
[H]-792,2026-02-25T15:41:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26552,H.4762,School volunteer chaplains and historical displays,https://www.scstatehouse.gov/billsearch.php?billnumbers=4762&session=126&headerfooter=0,10,https://scstatehouse.gov/amendments.php?KEY=33999,Table Amendment 10 Amendment #10,Nay,Passed
[H]-793,2026-02-25T15:46:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26553,H.4762,School volunteer chaplains and historical displays,https://www.scstatehouse.gov/billsearch.php?billnumbers=4762&session=126&headerfooter=0,11,https://scstatehouse.gov/amendments.php?KEY=34000,Table Amendment 11 Amendment #11,Nay,Passed
[H]-794,2026-02-25T15:48:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26554,H.4762,School volunteer chaplains and historical displays,https://www.scstatehouse.gov/billsearch.php?billnumbers=4762&session=126&headerfooter=0,12,https://scstatehouse.gov/amendments.php?KEY=34001,Table Amendment 12 Amendment #12,Nay,Passed
[H]-795,2026-02-25T15:55:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26555,H.4762,School volunteer chaplains and historical displays,https://www.scstatehouse.gov/billsearch.php?billnumbers=4762&session=126&headerfooter=0,Amendment number 13sub,https://scstatehouse.gov/amendments.php?KEY=34002,Table Amendment 13 Amendment #13sub,Yea,Failed
[H]-796,2026-02-25T15:57:00.000-05:00,https://www.scstatehouse.gov/votehistory.php?KEY=26556,H.4762,School volunteer chaplains and historical displays,https://www.scstatehouse.gov/billsearch.php?billnumbers=4762&session=126&headerfooter=0,Amendment number 13sub,https://scstatehouse.gov/amendments.php?KEY=34002,Adopt Amendment 13 Amendment #13sub,Nay,Passed
